file_id	norm	start	end	status	llr
M01003RBS	101	500.3	515.3	adhere	-0.5556917786598206
M01003RBS	101	515.3	530.3	adhere	-0.5569658875465393
M01003RBS	101	530.3	545.3	adhere	-0.5569658875465393
M01003RBS	101	545.3	560.3	adhere	-0.5259868502616882
M01003RBS	101	560.3	575.3	adhere	-0.5574934482574463
M01003RBS	101	575.3	590.3	adhere	-0.5574934482574463
M01003RBS	101	590.3	605.3	adhere	-0.5515944957733154
M01003RBS	101	605.3	620.3	adhere	-0.5515944957733154
M01003RBS	101	620.3	635.3	adhere	-0.5485533475875854
M01003RBS	101	635.3	650.3	adhere	-0.5549259781837463
M01003RBS	101	650.3	665.3	adhere	-0.5549259781837463
M01003RBS	101	665.3	680.3	adhere	-0.5532211661338806
M01003RBS	101	680.3	695.3	adhere	-0.5532211661338806
M01003RBS	101	695.3	710.3	adhere	-0.557509183883667
M01003RBS	101	710.3	725.3	adhere	-0.5527758598327637
M01003RBS	101	725.3	740.3	adhere	-0.5527758598327637
M01003RBS	101	740.3	755.3	adhere	-0.5542802214622498
M01003RBS	101	755.3	770.3	adhere	-0.5542802214622498
M01003RBS	101	770.3	785.3	adhere	-0.5539870262145996
M01003RBS	101	785.3	800.3	adhere	-0.5570024251937866
M01003RBS	102	500.3	515.3	adhere	-5.15474796295166
M01003RBS	102	515.3	530.3	adhere	-4.350005149841309
M01003RBS	102	530.3	545.3	adhere	-4.350005149841309
M01003RBS	102	545.3	560.3	adhere	-1.7785511016845703
M01003RBS	102	560.3	575.3	adhere	-4.867890357971191
M01003RBS	102	575.3	590.3	adhere	-4.867890357971191
M01003RBS	102	590.3	605.3	adhere	-4.148653030395508
M01003RBS	102	605.3	620.3	adhere	-4.148653030395508
M01003RBS	102	620.3	635.3	adhere	0.34734174609184265
M01003RBS	102	635.3	650.3	adhere	-3.63332462310791
M01003RBS	102	650.3	665.3	adhere	-3.63332462310791
M01003RBS	102	665.3	680.3	adhere	-3.15128755569458
M01003RBS	102	680.3	695.3	adhere	-3.15128755569458
M01003RBS	102	695.3	710.3	adhere	-4.887571334838867
M01003RBS	102	710.3	725.3	adhere	-3.8227314949035645
M01003RBS	102	725.3	740.3	adhere	-3.8227314949035645
M01003RBS	102	740.3	755.3	adhere	-2.250791549682617
M01003RBS	102	755.3	770.3	adhere	-2.250791549682617
M01003RBS	102	770.3	785.3	adhere	-4.545192241668701
M01003RBS	102	785.3	800.3	adhere	-4.3998517990112305
M01003RBS	103	500.3	515.3	adhere	-5.68480110168457
M01003RBS	103	515.3	530.3	adhere	-5.850669860839844
M01003RBS	103	530.3	545.3	adhere	-5.850669860839844
M01003RBS	103	545.3	560.3	adhere	-2.777000665664673
M01003RBS	103	560.3	575.3	adhere	-5.858297824859619
M01003RBS	103	575.3	590.3	adhere	-5.858297824859619
M01003RBS	103	590.3	605.3	adhere	-4.1831254959106445
M01003RBS	103	605.3	620.3	adhere	-4.1831254959106445
M01003RBS	103	620.3	635.3	adhere	-5.5171356201171875
