file_id	norm	start	end	status	llr
M01004SU5	104	215.7	230.7	adhere	2.276580333709717
M01004SU5	104	260.7	275.7	adhere	6.2980756759643555
M01004SU5	101	215.7	230.7	adhere	0.4776057004928589
M01004SU5	101	260.7	275.7	adhere	-0.5037457942962646
M01004SU5	101	170.7	185.7	adhere	-0.4945940375328064
M01004SU5	101	185.7	200.7	adhere	-0.5156922936439514
M01004SU5	101	200.7	215.7	adhere	-0.5207579731941223
M01004SU5	101	230.7	245.7	adhere	-0.5590632557868958
M01004SU5	101	245.7	260.7	adhere	-0.5488596558570862
M01004SU5	101	275.7	290.7	adhere	-0.5591236352920532
M01004SU5	101	290.7	305.7	adhere	-0.5122751593589783
M01004SU5	101	305.7	320.7	adhere	-0.5209891200065613
M01004SU5	101	320.7	335.7	adhere	-0.526467502117157
M01004SU5	101	335.7	350.7	adhere	-0.5506550073623657
M01004SU5	101	350.7	365.7	adhere	-0.5571749210357666
M01004SU5	101	365.7	380.7	adhere	-0.5568787455558777
M01004SU5	101	380.7	395.7	adhere	-0.5578328967094421
M01004SU5	101	395.7	410.7	adhere	-0.5551119446754456
M01004SU5	101	410.7	425.7	adhere	-0.5493474006652832
M01004SU5	101	425.7	440.7	adhere	-0.5437647700309753
M01004SU5	101	440.7	455.7	adhere	-0.5499840378761292
M01004SU5	101	455.7	470.7	adhere	-0.5407481789588928
M01004SU5	102	215.7	230.7	adhere	-0.18930456042289734
M01004SU5	102	260.7	275.7	adhere	1.7240278720855713
M01004SU5	102	170.7	185.7	adhere	4.595365047454834
M01004SU5	102	185.7	200.7	adhere	-0.2913992404937744
M01004SU5	102	200.7	215.7	adhere	0.6524098515510559
M01004SU5	102	230.7	245.7	adhere	-4.7425689697265625
M01004SU5	102	245.7	260.7	adhere	-2.5224521160125732
M01004SU5	102	275.7	290.7	adhere	-4.827144145965576
M01004SU5	102	290.7	305.7	adhere	2.413494348526001
M01004SU5	102	305.7	320.7	adhere	-0.8650492429733276
M01004SU5	102	320.7	335.7	adhere	-1.477320909500122
M01004SU5	102	335.7	350.7	adhere	-4.104714870452881
M01004SU5	102	350.7	365.7	adhere	-4.194911003112793
M01004SU5	102	365.7	380.7	adhere	-4.3092803955078125
M01004SU5	102	380.7	395.7	adhere	-4.105768203735352
M01004SU5	102	395.7	410.7	adhere	0.4474668502807617
M01004SU5	102	410.7	425.7	adhere	-3.0825114250183105
M01004SU5	102	425.7	440.7	adhere	-2.5228018760681152
M01004SU5	102	440.7	455.7	adhere	-4.516757965087891
M01004SU5	102	455.7	470.7	adhere	0.4245126247406006
M01004SU5	103	215.7	230.7	adhere	-4.799849510192871
M01004SU5	103	260.7	275.7	adhere	-4.710907936096191
M01004SU5	103	170.7	185.7	adhere	-4.322120666503906
M01004SU5	103	185.7	200.7	adhere	-3.202638626098633
M01004SU5	103	200.7	215.7	adhere	-3.831664562225342
M01004SU5	103	230.7	245.7	adhere	-5.878483295440674
M01004SU5	103	245.7	260.7	adhere	-5.38912296295166
M01004SU5	103	275.7	290.7	adhere	-5.772000312805176
M01004SU5	103	290.7	305.7	adhere	-4.688404083251953
M01004SU5	103	305.7	320.7	adhere	-3.446035385131836
M01004SU5	103	320.7	335.7	adhere	-4.421648979187012
M01004SU5	103	335.7	350.7	adhere	-5.347687721252441
M01004SU5	103	350.7	365.7	adhere	-5.801336288452148
M01004SU5	103	365.7	380.7	adhere	-5.787908554077148
M01004SU5	103	380.7	395.7	adhere	-5.867983818054199
M01004SU5	103	395.7	410.7	adhere	-5.8559417724609375
M01004SU5	103	410.7	425.7	adhere	-4.880006790161133
M01004SU5	103	425.7	440.7	adhere	-4.154301166534424
M01004SU5	103	440.7	455.7	adhere	6.247651100158691
M01004SU5	103	455.7	470.7	adhere	-4.375023365020752
M01004SU5	104	170.7	185.7	adhere	2.535376787185669
M01004SU5	104	185.7	200.7	adhere	1.3742272853851318
M01004SU5	104	200.7	215.7	adhere	3.191859245300293
M01004SU5	104	230.7	245.7	adhere	-4.962728977203369
M01004SU5	104	245.7	260.7	adhere	-2.835724353790283
M01004SU5	104	275.7	290.7	adhere	-4.9903564453125
M01004SU5	104	290.7	305.7	adhere	-1.830418348312378
M01004SU5	104	305.7	320.7	adhere	-1.3137321472167969
M01004SU5	104	320.7	335.7	adhere	-2.0116329193115234
M01004SU5	104	335.7	350.7	adhere	-2.434584140777588
M01004SU5	104	350.7	365.7	adhere	-2.8607017993927
