file_id	norm	start	end	status	llr
M01003LYN	101	507.7	522.7	adhere	-0.5606675148010254
M01003LYN	101	522.7	537.7	adhere	-0.5593621134757996
M01003LYN	101	537.7	552.7	adhere	-0.5583204627037048
M01003LYN	101	552.7	567.7	adhere	-0.5602437853813171
M01003LYN	101	567.7	582.7	adhere	-0.5603345632553101
M01003LYN	101	582.7	597.7	adhere	-0.561600923538208
M01003LYN	101	597.7	612.7	adhere	-0.5604786276817322
M01003LYN	101	612.7	627.7	adhere	-0.5605764389038086
M01003LYN	101	627.7	642.7	adhere	-0.5589398145675659
M01003LYN	101	642.7	657.7	adhere	-0.5551393032073975
M01003LYN	101	657.7	672.7	adhere	-0.5597617030143738
M01003LYN	101	672.7	687.7	adhere	-0.5608087778091431
M01003LYN	101	687.7	702.7	adhere	-0.5603227615356445
M01003LYN	101	702.7	717.7	adhere	-0.5601696372032166
M01003LYN	101	717.7	732.7	adhere	-0.5576367378234863
M01003LYN	101	732.7	747.7	adhere	-0.5596612095832825
M01003LYN	101	747.7	762.7	adhere	-0.5613741874694824
M01003LYN	101	762.7	777.7	adhere	-0.5606017112731934
M01003LYN	101	777.7	792.7	adhere	-0.5390733480453491
M01003LYN	101	792.7	807.7	adhere	-0.5541057586669922
M01003LYN	102	507.7	522.7	adhere	-5.361756324768066
M01003LYN	102	522.7	537.7	adhere	-5.247231483459473
M01003LYN	102	537.7	552.7	adhere	-5.4225311279296875
M01003LYN	102	552.7	567.7	adhere	-5.5437774658203125
M01003LYN	102	567.7	582.7	adhere	-5.77246618270874
M01003LYN	102	582.7	597.7	adhere	-5.9697585105896
M01003LYN	102	597.7	612.7	adhere	-4.891008377075195
M01003LYN	102	612.7	627.7	adhere	-5.4567999839782715
M01003LYN	102	627.7	642.7	adhere	-3.6920928955078125
M01003LYN	102	642.7	657.7	adhere	-4.511359214782715
M01003LYN	102	657.7	672.7	adhere	-4.809571266174316
M01003LYN	102	672.7	687.7	adhere	-5.323480606079102
M01003LYN	102	687.7	702.7	adhere	-4.389321327209473
M01003LYN	102	702.7	717.7	adhere	-5.107107162475586
M01003LYN	102	717.7	732.7	adhere	-4.021137237548828
M01003LYN	102	732.7	747.7	adhere	-5.444300651550293
M01003LYN	102	747.7	762.7	adhere	-6.095821857452393
M01003LYN	102	762.7	777.7	adhere	-5.3684401512146
M01003LYN	102	777.7	792.7	adhere	-0.6072542667388916
M01003LYN	102	792.7	807.7	adhere	-2.5318918228149414
M01003LYN	103	507.7	522.7	adhere	-5.846864223480225
M01003LYN	103	522.7	537.7	adhere	-5.816240310668945
M01003LYN	103	537.7	552.7	adhere	-5.156928062438965
M01003LYN	103	552.7	567.7	adhere	-5.873232364654541
M01003LYN	103	567.7	582.7	adhere	-6.011456489562988
M01003LYN	103	582.7	597.7	adhere	-6.129513263702393
M01003LYN	103	597.7	612.7	adhere	-6.054873466491699
M01003LYN	103	612.7	627.7	adhere	-5.903390884399414
M01003LYN	103	627.7	642.7	adhere	-6.023355007171631
M01003LYN	103	642.7	657.7	adhere	-5.898237228393555
M01003LYN	103	657.7	672.7	adhere	-6.023137092590332
M01003LYN	103	672.7	687.7	adhere	-6.038863658905029
M01003LYN	103	687.7	702.7	adhere	-5.8999409675598145
M01003LYN	103	702.7	717.7	adhere	-5.931169509887695
M01003LYN	103	717.7	732.7	adhere	-5.869897842407227
M01003LYN	103	732.7	747.7	adhere	-5.907732009887695
M01003LYN	103	747.7	762.7	adhere	-5.8916015625
M01003LYN	103	762.7	777.7	adhere	-5.941737651824951
M01003LYN	103	777.7	792.7	adhere	-1.4995567798614502
M01003LYN	103	792.7	807.7	adhere	-5.734678268432617
M01003LYN	104	507.7	522.7	adhere	-5.517756938934326
M01003LYN	104	522.7	537.7	adhere	-5.2522993087768555
M01003LYN	104	537.7	552.7	adhere	2.4774765968322754
M01003LYN	104	552.7	567.7	adhere	-5.267984390258789
M01003LYN	104	567.7	582.7	adhere	-5.762360095977783
M01003LYN	104	582.7	597.7	adhere	-5.954631805419922
M01003LYN	104	597.7	612.7	adhere	-5.081627368927002
M01003LYN	104	612.7	627.7	adhere	-4.69517707824707
M01003LYN	104	627.7	642.7	adhere	-0.5221592783927917
M01003LYN	104	642.7	657.7	adhere	0.4833762049674988
M01003LYN	104	657.7	672.7	adhere	-4.1783223152160645
M01003LYN	104	672.7	687.7	adhere	-5.261904716491699
M01003LYN	104	687.7	702.7	adhere	-5.162827491760254
M01003LYN	104	702.7	717.7	adhere	-5.245873928070068
M01003LYN	104	717.7	732.7	adhere	-3.6677517890930176
M01003LYN	104	732.7	747.7	adhere	-4.561700820922852
M01003LYN	104	747.7	762.7	adhere	-6.178757190704346
M01003LYN	104	762.7	777.7	adhere	-1.7396049499511719
M01003LYN	104	777.7	792.7	adhere	0.9218124151229858
M01003LYN	104	792.7	807.7	adhere	-1.8312561511993408
M01003LYN	105	507.7	522.7	adhere	-5.728184700012207
M01003LYN	105	522.7	537.7	adhere	-5.2781476974487305
M01003LYN	105	537.7	552.7	adhere	-6.030585289001465
M01003LYN	105	552.7	567.7	adhere	-5.711705207824707
M01003LYN	105	567.7	582.7	adhere	-5.974920749664307
M01003LYN	105	582.7	597.7	adhere	-6.072662830352783
M01003LYN	105	597.7	612.7	adhere	-4.264063358306885
M01003LYN	105	612.7	627.7	adhere	-5.722254276275635
M01003LYN	105	627.7	642.7	adhere	3.3272528648376465
M01003LYN	105	642.7	657.7	adhere	-5.612650394439697
M01003LYN	105	657.7	672.7	adhere	-2.0073318481445312
M01003LYN	105	672.7	687.7	adhere	-4.7805070877075195
M01003LYN	105	687.7	702.7	adhere	-5.96388053894043
M01003LYN	105	702.7	717.7	adhere	-3.965853691101074
M01003LYN	105	717.7	732.7	adhere	-5.6652679443359375
M01003LYN	105	732.7	747.7	adhere	-5.726041793823242
M01003LYN	105	747.7	762.7	adhere	-6.206226825714111
M01003LYN	105	762.7	777.7	adhere	-5.86480712890625
M01003LYN	105	777.7	792.7	adhere	-5.27348518371582
M01003LYN	105	792.7	807.7	adhere	-1.3538546562194824
M01003LYN	106	507.7	522.7	adhere	-5.994141101837158
M01003LYN	106	522.7	537.7	adhere	-5.8728532791137695
M01003LYN	106	537.7	552.7	adhere	-4.262652397155762
