file_id	norm	start	end	status	llr
M01000HIL	101	110.0	119.0	adhere	-0.5605034232139587
M01000HIL	101	122.0	146.0	adhere	-0.5609254837036133
M01000HIL	101	149.0	163.0	adhere	-0.5607104301452637
M01000HIL	101	166.0	197.0	adhere	-0.5597992539405823
M01000HIL	101	200.0	219.0	adhere	-0.559904932975769
M01000HIL	101	222.0	255.0	adhere	-0.5597466230392456
M01000HIL	101	258.0	264.0	adhere	-0.5605231523513794
M01000HIL	101	267.0	272.0	adhere	-0.5611984729766846
M01000HIL	101	275.0	284.0	adhere	-0.5609118938446045
M01000HIL	101	287.0	295.0	adhere	-0.5482724905014038
M01000HIL	101	298.0	316.0	adhere	-0.5603592991828918
M01000HIL	101	319.0	335.0	adhere	-0.5607840418815613
M01000HIL	101	338.0	347.0	adhere	-0.5605080127716064
M01000HIL	101	350.0	388.0	adhere	-0.5598641633987427
M01000HIL	101	391.0	405.0	adhere	-0.5593376755714417
M01000HIL	101	408.0	411.0	adhere	-0.5605154037475586
M01000HIL	101	414.0	460.0	adhere	-0.5605896711349487
M01000HIL	101	463.0	463.0	adhere	-0.5533739328384399
M01000HIL	101	466.0	471.0	adhere	-0.5600955486297607
M01000HIL	101	474.0	476.0	adhere	-0.5590009689331055
M01000HIL	101	479.0	485.0	adhere	-0.560928225517273
M01000HIL	101	488.0	494.0	adhere	-0.5591752529144287
M01000HIL	101	497.0	508.0	adhere	-0.5617828369140625
M01000HIL	101	511.0	518.0	adhere	-0.5608645081520081
M01000HIL	101	521.0	548.0	adhere	-0.5606587529182434
M01000HIL	101	551.0	553.0	adhere	-0.5597513318061829
M01000HIL	101	556.0	563.0	adhere	-0.5610340237617493
M01000HIL	101	566.0	592.0	adhere	-0.5608379244804382
M01000HIL	101	595.0	601.0	adhere	-0.5596221685409546
M01000HIL	101	604.0	618.0	adhere	-0.5608496069908142
M01000HIL	101	621.0	627.0	adhere	-0.5604099035263062
M01000HIL	101	630.0	638.0	adhere	-0.5603521466255188
M01000HIL	101	641.0	654.0	adhere	-0.5608832240104675
M01000HIL	101	657.0	686.0	adhere	-0.560214638710022
M01000HIL	101	689.0	706.0	adhere	-0.5608630180358887
M01000HIL	101	709.0	718.0	adhere	-0.5578879714012146
M01000HIL	102	110.0	119.0	adhere	-4.815898895263672
M01000HIL	102	122.0	146.0	adhere	-5.348259925842285
M01000HIL	102	149.0	163.0	adhere	-5.922187805175781
M01000HIL	102	166.0	197.0	adhere	-4.650041103363037
M01000HIL	102	200.0	219.0	adhere	-5.017331600189209
M01000HIL	102	222.0	255.0	adhere	-5.235347747802734
M01000HIL	102	258.0	264.0	adhere	-5.326791286468506
M01000HIL	102	267.0	272.0	adhere	-6.104495048522949
M01000HIL	102	275.0	284.0	adhere	-6.166933059692383
M01000HIL	102	287.0	295.0	adhere	-4.010251522064209
M01000HIL	102	298.0	316.0	adhere	-5.598878860473633
M01000HIL	102	319.0	335.0	adhere	-5.574970245361328
M01000HIL	102	338.0	347.0	adhere	-4.857417583465576
M01000HIL	102	350.0	388.0	adhere	-5.394540786743164
M01000HIL	102	391.0	405.0	adhere	-4.546265125274658
M01000HIL	102	408.0	411.0	adhere	-5.428104877471924
M01000HIL	102	414.0	460.0	adhere	-5.72735595703125
M01000HIL	102	463.0	463.0	adhere	-0.5792078971862793
M01000HIL	102	466.0	471.0	adhere	-5.629432678222656
M01000HIL	102	474.0	476.0	adhere	-5.243005752563477
M01000HIL	102	479.0	485.0	adhere	-5.974610328674316
M01000HIL	102	488.0	494.0	adhere	-2.428016185760498
M01000HIL	102	497.0	508.0	adhere	-6.160488605499268
M01000HIL	102	511.0	518.0	adhere	-6.124050140380859
M01000HIL	102	521.0	548.0	adhere	-5.214430809020996
M01000HIL	102	551.0	553.0	adhere	-4.888233661651611
M01000HIL	102	556.0	563.0	adhere	-6.076473712921143
M01000HIL	102	566.0	592.0	adhere	-5.96190881729126
M01000HIL	102	595.0	601.0	adhere	-5.209212303161621
M01000HIL	102	604.0	618.0	adhere	-5.960052490234375
M01000HIL	102	621.0	627.0	adhere	-5.323030471801758
M01000HIL	102	630.0	638.0	adhere	-4.9040374755859375
M01000HIL	102	641.0	654.0	adhere	-5.928030014038086
M01000HIL	102	657.0	686.0	adhere	-5.252048015594482
M01000HIL	102	689.0	706.0	adhere	-6.026529312133789
M01000HIL	102	709.0	718.0	adhere	-4.496018409729004
M01000HIL	103	110.0	119.0	adhere	-6.036602973937988
M01000HIL	103	122.0	146.0	adhere	-5.986834526062012
M01000HIL	103	149.0	163.0	adhere	-6.058224678039551
M01000HIL	103	166.0	197.0	adhere	-5.887397766113281
M01000HIL	103	200.0	219.0	adhere	-5.680339336395264
M01000HIL	103	222.0	255.0	adhere	-5.927872657775879
M01000HIL	103	258.0	264.0	adhere	-5.911782264709473
M01000HIL	103	267.0	272.0	adhere	-5.983280181884766
M01000HIL	103	275.0	284.0	adhere	-6.01746129989624
M01000HIL	103	287.0	295.0	adhere	-5.299370765686035
M01000HIL	103	298.0	316.0	adhere	-6.014375686645508
M01000HIL	103	319.0	335.0	adhere	-5.989560604095459
M01000HIL	103	338.0	347.0	adhere	-5.986649990081787
M01000HIL	103	350.0	388.0	adhere	-5.973379135131836
M01000HIL	103	391.0	405.0	adhere	-5.862552642822266
M01000HIL	103	408.0	411.0	adhere	-6.0369768142700195
M01000HIL	103	414.0	460.0	adhere	-6.035488128662109
M01000HIL	103	463.0	463.0	adhere	-5.5708184242248535
M01000HIL	103	466.0	471.0	adhere	-5.9481201171875
M01000HIL	103	474.0	476.0	adhere	-5.847395896911621
M01000HIL	103	479.0	485.0	adhere	-6.039827346801758
M01000HIL	103	488.0	494.0	adhere	-5.9384965896606445
M01000HIL	103	497.0	508.0	adhere	-6.088818550109863
M01000HIL	103	511.0	518.0	adhere	-6.042094707489014
M01000HIL	103	521.0	548.0	adhere	-6.066483974456787
M01000HIL	103	551.0	553.0	adhere	-5.9905009269714355
M01000HIL	103	556.0	563.0	adhere	-6.044369697570801
M01000HIL	103	566.0	592.0	adhere	-6.059332370758057
M01000HIL	103	595.0	601.0	adhere	-3.3496572971343994
M01000HIL	103	604.0	618.0	adhere	-6.027054309844971
M01000HIL	103	621.0	627.0	adhere	-5.971615791320801
M01000HIL	103	630.0	638.0	adhere	-6.0506486892700195
M01000HIL	103	641.0	654.0	adhere	-6.061627388000488
M01000HIL	103	657.0	686.0	adhere	-5.911595344543457
M01000HIL	103	689.0	706.0	adhere	-6.0541791915893555
M01000HIL	103	709.0	718.0	adhere	-5.6801910400390625
M01000HIL	104	110.0	119.0	adhere	-5.011896133422852
M01000HIL	104	122.0	146.0	adhere	-5.404071807861328
M01000HIL	104	149.0	163.0	adhere	-5.940966606140137
M01000HIL	104	166.0	197.0	adhere	-5.171481132507324
M01000HIL	104	200.0	219.0	adhere	-4.971101760864258
M01000HIL	104	222.0	255.0	adhere	-5.171146392822266
M01000HIL	104	258.0	264.0	adhere	-4.343489170074463
M01000HIL	104	267.0	272.0	adhere	-6.126241683959961
M01000HIL	104	275.0	284.0	adhere	-6.119428634643555
M01000HIL	104	287.0	295.0	adhere	-1.517843246459961
M01000HIL	104	298.0	316.0	adhere	-5.180505752563477
M01000HIL	104	319.0	335.0	adhere	-5.7249531745910645
M01000HIL	104	338.0	347.0	adhere	-5.726573944091797
M01000HIL	104	350.0	388.0	adhere	-5.220666885375977
M01000HIL	104	391.0	405.0	adhere	-0.7783043384552002
M01000HIL	104	408.0	411.0	adhere	-5.880489349365234
M01000HIL	104	414.0	460.0	adhere	-5.9450154304504395
M01000HIL	104	463.0	463.0	adhere	-2.7265632152557373
M01000HIL	104	466.0	471.0	adhere	-5.808783531188965
M01000HIL	104	474.0	476.0	adhere	-5.640801429748535
M01000HIL	104	479.0	485.0	adhere	-5.970123767852783
M01000HIL	104	488.0	494.0	adhere	-4.863345146179199
M01000HIL	104	497.0	508.0	adhere	-6.191492080688477
M01000HIL	104	511.0	518.0	adhere	-6.016785621643066
M01000HIL	104	521.0	548.0	adhere	-5.969668865203857
M01000HIL	104	551.0	553.0	adhere	-5.825472831726074
M01000HIL	104	556.0	563.0	adhere	-5.8507232666015625
M01000HIL	104	566.0	592.0	adhere	-6.005796432495117
M01000HIL	104	595.0	601.0	adhere	-5.390110969543457
M01000HIL	104	604.0	618.0	adhere	-5.947353839874268
M01000HIL	104	621.0	627.0	adhere	-5.757911682128906
M01000HIL	104	630.0	638.0	adhere	-5.8190016746521
M01000HIL	104	641.0	654.0	adhere	-5.9642438888549805
M01000HIL	104	657.0	686.0	adhere	-5.414918422698975
M01000HIL	104	689.0	706.0	adhere	-6.056311130523682
M01000HIL	104	709.0	718.0	adhere	-4.657820701599121
M01000HIL	105	110.0	119.0	adhere	-5.623444080352783
M01000HIL	105	122.0	146.0	adhere	-5.884749412536621
M01000HIL	105	149.0	163.0	adhere	-6.123483657836914
M01000HIL	105	166.0	197.0	adhere	-5.141755104064941
M01000HIL	105	200.0	219.0	adhere	-5.496565341949463
M01000HIL	105	222.0	255.0	adhere	-4.414009094238281
M01000HIL	105	258.0	264.0	adhere	-5.880364418029785
M01000HIL	105	267.0	272.0	adhere	-6.151281356811523
M01000HIL	105	275.0	284.0	adhere	-6.189225673675537
M01000HIL	105	287.0	295.0	adhere	-1.9710233211517334
M01000HIL	105	298.0	316.0	adhere	-5.471019268035889
M01000HIL	105	319.0	335.0	adhere	-5.915946006774902
M01000HIL	105	338.0	347.0	adhere	-6.104068756103516
M01000HIL	105	350.0	388.0	adhere	-5.313549995422363
M01000HIL	105	391.0	405.0	adhere	-0.8407794833183289
M01000HIL	105	408.0	411.0	adhere	-5.874575614929199
M01000HIL	105	414.0	460.0	adhere	-6.034335613250732
M01000HIL	105	463.0	463.0	adhere	-5.821937561035156
M01000HIL	105	466.0	471.0	adhere	-4.939045429229736
M01000HIL	105	474.0	476.0	adhere	-2.5287983417510986
M01000HIL	105	479.0	485.0	adhere	-6.043413162231445
M01000HIL	105	488.0	494.0	adhere	-3.035846710205078
M01000HIL	105	497.0	508.0	adhere	-6.1854658126831055
M01000HIL	105	511.0	518.0	adhere	-6.184787750244141
M01000HIL	105	521.0	548.0	adhere	-6.0844526290893555
M01000HIL	105	551.0	553.0	adhere	-2.6057515144348145
M01000HIL	105	556.0	563.0	adhere	-6.130766868591309
M01000HIL	105	566.0	592.0	adhere	-6.108166694641113
M01000HIL	105	595.0	601.0	adhere	-6.007656097412109
M01000HIL	105	604.0	618.0	adhere	-6.106110572814941
M01000HIL	105	621.0	627.0	adhere	-5.6251020431518555
M01000HIL	105	630.0	638.0	adhere	-5.360172271728516
M01000HIL	105	641.0	654.0	adhere	-6.1125335693359375
M01000HIL	105	657.0	686.0	adhere	-5.411752700805664
M01000HIL	105	689.0	706.0	adhere	-6.104256629943848
M01000HIL	105	709.0	718.0	adhere	-4.754293441772461
M01000HIL	106	110.0	119.0	adhere	-6.069225311279297
M01000HIL	106	122.0	146.0	adhere	-6.081121921539307
M01000HIL	106	149.0	163.0	adhere	-6.1655120849609375
M01000HIL	106	166.0	197.0	adhere	-6.006075859069824
M01000HIL	106	200.0	219.0	adhere	-4.739838600158691
M01000HIL	106	222.0	255.0	adhere	-5.867794036865234
